source_artifact,model,seed,fold,best_epoch,best_val_ap,early_stopped,threshold,hidden_dim,dropout_1,dropout_2,lr,weight_decay,feature_names,train_auc,train_ap,train_accuracy,train_f1,train_precision,train_recall,train_brier,train_positives,train_n,validation_auc,validation_ap,validation_accuracy,validation_f1,validation_precision,validation_recall,validation_brier,validation_positives,validation_n,test_auc,test_ap,test_accuracy,test_f1,test_precision,test_recall,test_brier,test_positives,test_n,model_family,feature_set,patience,max_epochs
results/model/full_pytorch_graphsage_full_metrics.csv,full_pytorch_graphsage,77,1,35.0,0.7734234207180773,True,0.18,16.0,0.2,0.1,0.01,0.0001,degree_centrality|betweenness_centrality|closeness_centrality|log_degree|log_weighted_degree_sec|sleep_room_enc|cared_by_enc|age_enc|sex_enc|site_enc,0.7760141093474426,0.8947504107141928,0.7068965517241379,0.826530612244898,0.7043478260869566,1.0,0.2164226391636008,81,116,0.5901515151515152,0.7734234207180773,0.7168141592920354,0.8333333333333333,0.7142857142857143,1.0,0.2933439228986369,80,113,0.6576612903225807,0.8267415021188788,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.2733113270820281,80,111,,,,
results/model/full_pytorch_graphsage_full_metrics.csv,full_pytorch_graphsage,77,2,118.0,0.8675034055421883,True,0.08,16.0,0.2,0.1,0.01,0.0001,degree_centrality|betweenness_centrality|closeness_centrality|log_degree|log_weighted_degree_sec|sleep_room_enc|cared_by_enc|age_enc|sex_enc|site_enc,0.9818548387096774,0.9934406317220889,0.8108108108108109,0.8839779005524863,0.7920792079207921,1.0,0.0599042062873179,80,111,0.7294532627865962,0.8675034055421883,0.7155172413793104,0.8272251308900522,0.7181818181818181,0.9753086419753086,0.228750154285751,81,116,0.5924242424242424,0.7569230155643185,0.672566371681416,0.7978142076502732,0.7087378640776699,0.9125,0.2745907807212158,80,113,,,,
results/model/full_pytorch_graphsage_full_metrics.csv,full_pytorch_graphsage,101,0,37.0,0.8187154342700943,True,0.18,16.0,0.2,0.1,0.01,0.0001,degree_centrality|betweenness_centrality|closeness_centrality|log_degree|log_weighted_degree_sec|sleep_room_enc|cared_by_enc|age_enc|sex_enc|site_enc,0.803409090909091,0.914454575934227,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.1932472839199404,80,113,0.6100806451612903,0.8187154342700943,0.7297297297297297,0.8421052631578948,0.7272727272727273,1.0,0.2570731351154906,80,111,0.5329805996472663,0.7683322226387446,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.2789483621328413,81,116,,,,
results/model/full_pytorch_graphsage_full_metrics.csv,full_pytorch_graphsage,101,1,1.0,0.7860500832568877,True,0.05,16.0,0.2,0.1,0.01,0.0001,degree_centrality|betweenness_centrality|closeness_centrality|log_degree|log_weighted_degree_sec|sleep_room_enc|cared_by_enc|age_enc|sex_enc|site_enc,0.6155202821869489,0.7809511651118076,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.2608923909278,81,116,0.609469696969697,0.7860500832568877,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.2621043855924944,80,113,0.5830645161290322,0.7733579483006963,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.2627557727878663,80,111,,,,
results/model/full_pytorch_graphsage_full_metrics.csv,full_pytorch_graphsage,101,2,6.0,0.75449462351352,True,0.4999999999999999,16.0,0.2,0.1,0.01,0.0001,degree_centrality|betweenness_centrality|closeness_centrality|log_degree|log_weighted_degree_sec|sleep_room_enc|cared_by_enc|age_enc|sex_enc|site_enc,0.6754032258064516,0.8104917219341825,0.7027027027027027,0.8253968253968255,0.7155963302752294,0.975,0.2269900830019062,80,111,0.5710758377425044,0.75449462351352,0.7327586206896551,0.839378238341969,0.7232142857142857,1.0,0.2330607022196039,81,116,0.5503787878787879,0.7287886825245822,0.7168141592920354,0.8297872340425532,0.7222222222222222,0.975,0.2339630970470913,80,113,,,,
results/metrics/benchmark_full_metrics.csv,random,11,0,,,,0.05,,,,,,,0.5458333333333333,0.766938087688114,0.672566371681416,0.7978142076502732,0.7087378640776699,0.9125,0.3239229986644873,80,113,0.5020161290322581,0.7205817750113508,0.7117117117117117,0.8260869565217392,0.7307692307692307,0.95,0.3489989730102389,80,111,0.5481481481481482,0.717743434756887,0.6637931034482759,0.7979274611398963,0.6875,0.9506172839506172,0.3346111974657641,81,116,network_heuristic,native_score,,
results/metrics/benchmark_full_metrics.csv,degree_centrality,11,0,,,,0.05,,,,,,,0.4861742424242424,0.7071904930013019,0.6902654867256637,0.8167539267015707,0.7027027027027027,0.975,0.3113938053097345,80,113,0.5415322580645161,0.6986813839272015,0.7297297297297297,0.8421052631578948,0.7272727272727273,1.0,0.2618018018018018,80,111,0.5155202821869489,0.6498407823786657,0.7155172413793104,0.8307692307692308,0.7105263157894737,1.0,0.2831465517241379,81,116,network_heuristic,native_score,,
results/metrics/benchmark_full_metrics.csv,weighted_degree,11,0,,,,0.05,,,,,,,0.4501893939393939,0.6687449557585459,0.495575221238938,0.6013986013986015,0.6825396825396826,0.5375,0.5814505971781333,80,113,0.4949596774193548,0.7275201092867782,0.5315315315315315,0.6533333333333333,0.7,0.6125,0.5584688399988904,80,111,0.3747795414462081,0.6489016325244767,0.4655172413793103,0.5866666666666667,0.6376811594202898,0.5432098765432098,0.5827057909291544,81,116,network_heuristic,native_score,,
results/metrics/benchmark_full_metrics.csv,betweenness_centrality,11,0,,,,0.05,,,,,,,0.5543560606060606,0.7311944475606167,0.4778761061946903,0.4957264957264957,0.7837837837837838,0.3625,0.5453097345132744,80,113,0.5274193548387097,0.7272782526040726,0.4324324324324324,0.4424778761061947,0.7575757575757576,0.3125,0.5845611938469082,80,111,0.5518518518518518,0.7118338232053597,0.4741379310344827,0.4786324786324786,0.7777777777777778,0.345679012345679,0.5461685823754789,81,116,network_heuristic,native_score,,
results/metrics/benchmark_full_metrics.csv,closeness_centrality,11,0,,,,0.05,,,,,,,0.5047348484848485,0.7026568111882743,0.4070796460176991,0.4273504273504273,0.6756756756756757,0.3125,0.6499725165333292,80,113,0.4844758064516129,0.725039443335924,0.3603603603603603,0.3106796116504854,0.6956521739130435,0.2,0.6550607792002819,80,111,0.6835978835978836,0.8371920664236943,0.4741379310344827,0.4299065420560747,0.8846153846153846,0.2839506172839506,0.6276523881167834,81,116,network_heuristic,native_score,,
results/metrics/benchmark_full_metrics.csv,composite_risk_score,11,0,,,,0.05,,,,,,,0.4577651515151515,0.6977842358235692,0.6902654867256637,0.8167539267015707,0.7027027027027027,0.975,0.271720207231859,80,113,0.5066532258064517,0.7553964066439856,0.7297297297297297,0.8421052631578948,0.7272727272727273,1.0,0.2507159613051966,80,111,0.4081128747795414,0.6366840101809331,0.7068965517241379,0.826530612244898,0.7043478260869566,1.0,0.2766272022288221,81,116,network_heuristic,native_score,,
results/metrics/benchmark_full_metrics.csv,gaussian_naive_bayes,11,0,,,,0.3099999999999999,,,,,,,0.6208333333333333,0.7906629068575816,0.7168141592920354,0.8241758241758242,0.7352941176470589,0.9375,0.215277146715711,80,113,0.5512096774193549,0.7290313474425533,0.7207207207207207,0.8306010928961749,0.7378640776699029,0.95,0.2360400095309668,80,111,0.5280423280423281,0.6838157097267117,0.6810344827586207,0.8,0.7115384615384616,0.9135802469135802,0.2511091893578145,81,116,traditional_ml,full,,
results/metrics/benchmark_full_metrics.csv,no_graph_logistic,11,0,69.0,0.8293378754834213,True,0.4699999999999999,,,,,,,0.668939393939394,0.8151384483388593,0.7345132743362832,0.8421052631578948,0.7272727272727273,1.0,0.2491790060889606,80,113,0.6451612903225806,0.8293378754834213,0.7387387387387387,0.8465608465608466,0.7339449541284404,1.0,0.2500321528363787,80,111,0.6349206349206349,0.7827058592262857,0.6982758620689655,0.8205128205128205,0.7017543859649122,0.9876543209876544,0.2491765819156625,81,116,traditional_ml,full,50.0,800.0
results/metrics/benchmark_full_metrics.csv,no_graph_mlp,11,0,146.0,0.7570005209123181,True,0.05,8.0,,,,,,0.618560606060606,0.7915117910957118,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.250209732145852,80,113,0.5604838709677419,0.7570005209123181,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.2504462697613148,80,111,0.5668430335097002,0.7523270193128437,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.2502971138939539,81,116,traditional_ml,full,50.0,800.0
results/metrics/benchmark_full_metrics.csv,graphsage_mean_neighbor,11,0,182.0,0.8404348450730262,True,0.05,,,,,,,0.6662878787878788,0.8211023032967484,0.7079646017699115,0.8290155440414507,0.7079646017699115,1.0,0.2399368918583521,80,113,0.6395161290322581,0.8404348450730262,0.7207207207207207,0.837696335078534,0.7207207207207207,1.0,0.2429184257678634,80,111,0.6278659611992945,0.7697138029927046,0.6982758620689655,0.8223350253807107,0.6982758620689655,1.0,0.2411073337306485,81,116,graph_model,full,50.0,800.0
results/metrics/benchmark_full_metrics.csv,random,11,1,,,,0.0999999999999999,,,,,,,0.5114638447971781,0.6926514271258046,0.6724137931034483,0.7956989247311829,0.7047619047619048,0.9135802469135802,0.319626308322223,81,116,0.5571969696969697,0.7387715038058238,0.7168141592920354,0.8222222222222222,0.74,0.925,0.3117104089471275,80,113,0.5350806451612903,0.7564036248719566,0.6846846846846847,0.8087431693989071,0.7184466019417476,0.925,0.3100583825393506,80,111,network_heuristic,native_score,,
