profile,param_id,beta,gamma,run_id,seed,budget_k_pct,budget_k_nodes,strategy,selected_node_ids,final_mean_infected_per_hh,baseline_mean_infected_per_hh,reduction_vs_baseline_pct,transmissions_blocked,transmission_block_rate_pct,infections_prevented,prevention_rate_pct,precision_k_pct,transmission_coverage,selected_index_cases,selected_contacts,sars_pos_contacts_in_selected,recall_k_pct,dynamic_duration_coverage_pct,dynamic_contact_event_coverage_pct,lcc_reduction_pct
smoke,beta0.20_gamma0.10,0.2,0.1,2,21744,17,57,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005|J008-007|J043-003|S060-004|S036-004|J075-004|J039-003|J039-005|J008-005|J053-003|S026-009|J044-007|S018-004|J023-004|J033-008|S026-008|J053-001|S079-006|J033-002|J023-005|S061-003|S036-001|J053-002|J008-002,2.4773,3.1705,21.8638,68.0,23.7762,41.0,26.7974,57.8947,23.7762,8.0,49.0,25.0,13.6929,67.1809,60.0248,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,1745,17,57,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008|S021-004|S071-001|S045-004|S073-004|S018-005|S057-002|S033-003|J057-003|S015-001|S063-004|J020-006|S048-002|J027-001|S067-004|J057-001|J070-001|S033-001|S049-003|J070-002|J050-003|J077-002|S057-001|S067-001,1.875,2.9773,37.0229,90.0,31.4685,84.0,54.902,73.6842,31.4685,19.0,38.0,23.0,17.4274,13.2057,13.9289,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,1,11745,17,57,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008|S021-004|S071-001|S045-004|S073-004|S018-005|S057-002|S033-003|J057-003|S015-001|S063-004|J020-006|S048-002|J027-001|S067-004|J057-001|J070-001|S033-001|S049-003|J070-002|J050-003|J077-002|S057-001|S067-001,2.0568,3.2614,36.9338,90.0,31.4685,84.0,54.902,73.6842,31.4685,19.0,38.0,23.0,17.4274,13.2057,13.9289,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,2,21745,17,57,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008|S021-004|S071-001|S045-004|S073-004|S018-005|S057-002|S033-003|J057-003|S015-001|S063-004|J020-006|S048-002|J027-001|S067-004|J057-001|J070-001|S033-001|S049-003|J070-002|J050-003|J077-002|S057-001|S067-001,2.2045,3.1705,30.4659,90.0,31.4685,84.0,54.902,73.6842,31.4685,19.0,38.0,23.0,17.4274,13.2057,13.9289,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,0,1746,17,57,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001|S073-003|S051-004|S011-002|S050-002|J041-002|S011-003|S044-003|J067-002|J008-001|J037-001|J064-003|J075-003|S071-008|J054-004|S044-001|S070-003|S011-005|J039-007|S073-001|J008-002|S071-006|S080-002|S057-003,2.3295,2.9773,21.7557,90.0,31.4685,67.0,43.7908,85.9649,31.4685,26.0,31.0,23.0,20.332,35.0413,30.9359,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,11746,17,57,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001|S073-003|S051-004|S011-002|S050-002|J041-002|S011-003|S044-003|J067-002|J008-001|J037-001|J064-003|J075-003|S071-008|J054-004|S044-001|S070-003|S011-005|J039-007|S073-001|J008-002|S071-006|S080-002|S057-003,2.3068,3.2614,29.2683,90.0,31.4685,67.0,43.7908,85.9649,31.4685,26.0,31.0,23.0,20.332,35.0413,30.9359,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,21746,17,57,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001|S073-003|S051-004|S011-002|S050-002|J041-002|S011-003|S044-003|J067-002|J008-001|J037-001|J064-003|J075-003|S071-008|J054-004|S044-001|S070-003|S011-005|J039-007|S073-001|J008-002|S071-006|S080-002|S057-003,2.1932,3.1705,30.8244,90.0,31.4685,67.0,43.7908,85.9649,31.4685,26.0,31.0,23.0,20.332,35.0413,30.9359,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,1843,18,61,random,J010-002|S031-002|S028-004|S023-002|S007-001|S005-003|J063-005|S016-002|S028-005|J033-002|J027-001|J070-003|S063-002|J070-002|J057-002|J029-002|S008-001|J044-001|S071-008|S048-005|J059-001|J044-003|J067-001|J044-002|S032-001|J023-008|J067-002|J008-001|J067-007|S081-001|J021-003|S028-001|S004-001|J041-005|J053-003|S040-002|S080-002|S073-004|J008-002|J029-003|S036-001|J054-002|S030-001|S078-001|S018-004|S067-002|J050-003|S012-003|J042-001|S051-004|S047-001|S071-002|J072-001|S004-002|S062-007|S057-004|J064-002|J021-002|J022-004|S079-006|S062-003,2.25,2.9773,24.4275,95.0,33.2168,78.0,50.9804,73.7705,33.2168,17.0,44.0,28.0,18.6722,37.9676,37.2487,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,1,11843,18,61,random,S045-005|J057-003|S080-002|J047-003|S028-001|J064-003|J067-005|J063-001|J027-003|J024-002|S073-002|S047-001|J064-002|S045-001|J077-005|S048-006|S063-002|J037-002|S005-003|J022-004|S063-004|S030-001|S073-003|S039-004|S052-001|S049-003|S006-001|J027-004|S016-003|J039-005|J068-001|S015-003|J030-003|S061-005|J067-006|S018-003|S021-001|J042-003|S075-002|J039-001|J063-003|S064-004|J023-008|S045-004|J059-001|J023-005|S062-007|S075-004|S074-002|S079-005|J030-001|S008-002|J059-002|S028-005|J048-003|S039-003|S018-001|S016-002|J063-005|J054-003|J023-004,2.1818,3.2614,33.101,97.0,33.9161,76.0,49.6732,75.4098,33.9161,13.0,48.0,33.0,19.0871,36.5162,32.3832,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,21843,18,61,random,S036-004|S052-001|S036-002|S026-003|S018-005|S021-004|J053-001|J050-003|J064-001|S021-002|S080-002|S064-004|S006-001|J057-001|S048-001|S050-003|J023-006|S018-001|S008-003|S007-004|J039-006|S072-008|S023-002|S016-003|S049-005|J072-001|S005-002|S079-001|S040-004|J042-004|S026-009|J024-001|J008-001|S048-006|J023-008|S030-002|S026-008|S071-005|S060-002|S051-001|J047-003|J048-003|S031-005|J059-004|J043-001|J048-005|S048-002|J044-007|J033-008|J055-004|J044-004|S052-002|J021-002|S050-004|S011-003|J059-002|S072-007|J043-002|S032-005|S075-001|J023-001,2.1023,3.1705,33.6918,84.0,29.3706,77.0,50.3268,70.4918,29.3706,15.0,46.0,28.0,17.8423,38.8247,39.4971,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,0,1844,18,61,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005|J008-007|J043-003|S060-004|S036-004|J075-004|J039-003|J039-005|J008-005|J053-003|S026-009|J044-007|S018-004|J023-004|J033-008|S026-008|J053-001|S079-006|J033-002|J023-005|S061-003|S036-001|J053-002|J008-002|J041-003|J067-006|S060-002|S080-001,2.4773,2.9773,16.7939,75.0,26.2238,48.0,31.3725,59.0164,26.2238,9.0,52.0,27.0,14.9378,69.6731,62.5977,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,11844,18,61,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005|J008-007|J043-003|S060-004|S036-004|J075-004|J039-003|J039-005|J008-005|J053-003|S026-009|J044-007|S018-004|J023-004|J033-008|S026-008|J053-001|S079-006|J033-002|J023-005|S061-003|S036-001|J053-002|J008-002|J041-003|J067-006|S060-002|S080-001,2.6136,3.2614,19.8606,75.0,26.2238,48.0,31.3725,59.0164,26.2238,9.0,52.0,27.0,14.9378,69.6731,62.5977,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,21844,18,61,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005|J008-007|J043-003|S060-004|S036-004|J075-004|J039-003|J039-005|J008-005|J053-003|S026-009|J044-007|S018-004|J023-004|J033-008|S026-008|J053-001|S079-006|J033-002|J023-005|S061-003|S036-001|J053-002|J008-002|J041-003|J067-006|S060-002|S080-001,2.3295,3.1705,26.5233,75.0,26.2238,48.0,31.3725,59.0164,26.2238,9.0,52.0,27.0,14.9378,69.6731,62.5977,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,1845,18,61,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008|S021-004|S071-001|S045-004|S073-004|S018-005|S057-002|S033-003|J057-003|S015-001|S063-004|J020-006|S048-002|J027-001|S067-004|J057-001|J070-001|S033-001|S049-003|J070-002|J050-003|J077-002|S057-001|S067-001|S073-001|S048-005|S006-010|S071-006,2.0568,2.9773,30.916,96.0,33.5664,88.0,57.5163,75.4098,33.5664,20.0,41.0,26.0,19.0871,13.4457,14.2349,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,1,11845,18,61,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008|S021-004|S071-001|S045-004|S073-004|S018-005|S057-002|S033-003|J057-003|S015-001|S063-004|J020-006|S048-002|J027-001|S067-004|J057-001|J070-001|S033-001|S049-003|J070-002|J050-003|J077-002|S057-001|S067-001|S073-001|S048-005|S006-010|S071-006,2.0909,3.2614,35.8885,96.0,33.5664,88.0,57.5163,75.4098,33.5664,20.0,41.0,26.0,19.0871,13.4457,14.2349,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,2,21845,18,61,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008|S021-004|S071-001|S045-004|S073-004|S018-005|S057-002|S033-003|J057-003|S015-001|S063-004|J020-006|S048-002|J027-001|S067-004|J057-001|J070-001|S033-001|S049-003|J070-002|J050-003|J077-002|S057-001|S067-001|S073-001|S048-005|S006-010|S071-006,2.1591,3.1705,31.8996,96.0,33.5664,88.0,57.5163,75.4098,33.5664,20.0,41.0,26.0,19.0871,13.4457,14.2349,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,0,1846,18,61,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001|S073-003|S051-004|S011-002|S050-002|J041-002|S011-003|S044-003|J067-002|J008-001|J037-001|J064-003|J075-003|S071-008|J054-004|S044-001|S070-003|S011-005|J039-007|S073-001|J008-002|S071-006|S080-002|S057-003|J037-003|J070-004|J043-005|S057-002,2.2273,2.9773,25.1908,100.0,34.965,74.0,48.366,86.8852,34.965,26.0,35.0,27.0,21.9917,39.4214,34.4794,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,11846,18,61,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001|S073-003|S051-004|S011-002|S050-002|J041-002|S011-003|S044-003|J067-002|J008-001|J037-001|J064-003|J075-003|S071-008|J054-004|S044-001|S070-003|S011-005|J039-007|S073-001|J008-002|S071-006|S080-002|S057-003|J037-003|J070-004|J043-005|S057-002,2.1364,3.2614,34.4948,100.0,34.965,74.0,48.366,86.8852,34.965,26.0,35.0,27.0,21.9917,39.4214,34.4794,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,21846,18,61,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001|S073-003|S051-004|S011-002|S050-002|J041-002|S011-003|S044-003|J067-002|J008-001|J037-001|J064-003|J075-003|S071-008|J054-004|S044-001|S070-003|S011-005|J039-007|S073-001|J008-002|S071-006|S080-002|S057-003|J037-003|J070-004|J043-005|S057-002,2.0682,3.1705,34.767,100.0,34.965,74.0,48.366,86.8852,34.965,26.0,35.0,27.0,21.9917,39.4214,34.4794,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,1943,19,64,random,S021-002|J047-001|S016-003|S053-001|S045-002|S044-003|S072-005|S026-003|S067-001|J010-003|S030-002|S063-001|S007-004|J020-007|S062-005|S071-005|S075-003|S061-003|J008-005|S079-003|J009-002|S040-003|S073-002|J043-002|S052-001|J008-001|S018-003|S021-006|J039-005|J057-004|J021-003|J030-003|S050-001|J044-002|S026-008|S039-001|J044-007|S071-008|S015-004|S052-003|J050-004|J029-003|S048-002|J031-001|J055-001|S006-008|J053-002|J023-005|J042-003|S048-005|S071-006|J057-002|J030-001|J070-001|S005-003|S080-003|S079-005|S078-003|J023-002|S060-004|S033-003|J072-003|S080-002|J064-001,2.3295,2.9773,21.7557,107.0,37.4126,96.0,62.7451,68.75,37.4126,13.0,51.0,31.0,18.2573,36.5017,37.6001,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,1,11943,19,64,random,J048-003|S052-002|S021-005|J023-006|J044-006|S007-007|S061-001|S064-001|S006-003|S033-003|J054-002|J010-001|S045-005|J033-008|S078-001|S072-008|S079-004|S074-004|J027-005|S006-004|S063-003|J042-003|J047-001|J033-005|S006-001|J050-002|S070-001|S046-001|S004-003|J039-007|S026-007|J027-003|J022-003|J030-004|J067-007|J009-002|S050-005|S007-008|S071-002|J010-003|S053-002|S050-001|S078-003|S071-001|J070-002|J044-001|J047-002|S031-003|J075-004|S057-001|S005-003|S062-001|S006-006|J033-002|S073-004|S007-006|S057-004|S071-005|S007-001|J037-002|J029-001|S057-002|S079-001|S039-001,2.0568,3.2614,36.9338,105.0,36.7133,85.0,55.5556,68.75,36.7133,17.0,47.0,27.0,18.2573,26.7307,29.3179,25.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,21943,19,64,random,J008-007|S051-001|J021-001|S073-003|S032-005|S057-003|S026-005|J041-003|J064-002|S039-004|S080-001|J076-001|S071-008|S045-001|J029-002|S075-002|S045-003|S012-001|S074-002|S067-004|J068-001|J023-008|S036-001|J027-005|J031-001|J059-005|J044-004|S060-002|S053-001|J070-004|J009-002|S049-003|S016-001|J053-003|S048-005|S070-002|S079-003|J047-001|J057-002|S020-002|S067-001|S011-004|S040-003|S016-003|S064-001|S078-003|J044-005|S028-004|S060-003|S033-004|J039-001|J027-002|J050-003|J048-001|S006-010|S079-004|S005-002|S026-007|S033-003|S070-001|S078-001|S011-001|S031-001|J024-004,2.1705,3.1705,31.5412,92.0,32.1678,82.0,53.5948,68.75,32.1678,20.0,44.0,24.0,18.2573,31.4625,34.1919,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,1944,19,64,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005|J008-007|J043-003|S060-004|S036-004|J075-004|J039-003|J039-005|J008-005|J053-003|S026-009|J044-007|S018-004|J023-004|J033-008|S026-008|J053-001|S079-006|J033-002|J023-005|S061-003|S036-001|J053-002|J008-002|J041-003|J067-006|S060-002|S080-001|S023-002|S007-006|S073-002,2.4432,2.9773,17.9389,80.0,27.972,53.0,34.6405,59.375,27.972,9.0,55.0,29.0,15.7676,72.8966,66.0329,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,1,11944,19,64,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005|J008-007|J043-003|S060-004|S036-004|J075-004|J039-003|J039-005|J008-005|J053-003|S026-009|J044-007|S018-004|J023-004|J033-008|S026-008|J053-001|S079-006|J033-002|J023-005|S061-003|S036-001|J053-002|J008-002|J041-003|J067-006|S060-002|S080-001|S023-002|S007-006|S073-002,2.4773,3.2614,24.0418,80.0,27.972,53.0,34.6405,59.375,27.972,9.0,55.0,29.0,15.7676,72.8966,66.0329,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,2,21944,19,64,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008|S011-005|S026-003|J075-003|S072-004|S005-003|S018-001|S026-001|J039-006|S061-005|S036-003|S028-005|J008-007|J043-003|S060-004|S036-004|J075-004|J039-003|J039-005|J008-005|J053-003|S026-009|J044-007|S018-004|J023-004|J033-008|S026-008|J053-001|S079-006|J033-002|J023-005|S061-003|S036-001|J053-002|J008-002|J041-003|J067-006|S060-002|S080-001|S023-002|S007-006|S073-002,2.5455,3.1705,19.7133,80.0,27.972,53.0,34.6405,59.375,27.972,9.0,55.0,29.0,15.7676,72.8966,66.0329,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,0,1945,19,64,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008|S021-004|S071-001|S045-004|S073-004|S018-005|S057-002|S033-003|J057-003|S015-001|S063-004|J020-006|S048-002|J027-001|S067-004|J057-001|J070-001|S033-001|S049-003|J070-002|J050-003|J077-002|S057-001|S067-001|S073-001|S048-005|S006-010|S071-006|J008-005|J008-002|J033-005,2.0682,2.9773,30.5344,99.0,34.6154,91.0,59.4771,73.4375,34.6154,20.0,44.0,27.0,19.5021,16.6483,16.9416,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,1,11945,19,64,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008|S021-004|S071-001|S045-004|S073-004|S018-005|S057-002|S033-003|J057-003|S015-001|S063-004|J020-006|S048-002|J027-001|S067-004|J057-001|J070-001|S033-001|S049-003|J070-002|J050-003|J077-002|S057-001|S067-001|S073-001|S048-005|S006-010|S071-006|J008-005|J008-002|J033-005,2.0,3.2614,38.676,99.0,34.6154,91.0,59.4771,73.4375,34.6154,20.0,44.0,27.0,19.5021,16.6483,16.9416,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,2,21945,19,64,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001|S039-001|S009-003|S040-002|S064-004|S074-003|S052-003|J010-001|J047-003|S072-001|J043-004|S011-003|J033-001|S026-007|S007-008|S021-004|S071-001|S045-004|S073-004|S018-005|S057-002|S033-003|J057-003|S015-001|S063-004|J020-006|S048-002|J027-001|S067-004|J057-001|J070-001|S033-001|S049-003|J070-002|J050-003|J077-002|S057-001|S067-001|S073-001|S048-005|S006-010|S071-006|J008-005|J008-002|J033-005,2.1023,3.1705,33.6918,99.0,34.6154,91.0,59.4771,73.4375,34.6154,20.0,44.0,27.0,19.5021,16.6483,16.9416,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,0,1946,19,64,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001|S073-003|S051-004|S011-002|S050-002|J041-002|S011-003|S044-003|J067-002|J008-001|J037-001|J064-003|J075-003|S071-008|J054-004|S044-001|S070-003|S011-005|J039-007|S073-001|J008-002|S071-006|S080-002|S057-003|J037-003|J070-004|J043-005|S057-002|S045-003|S062-007|S074-001,1.9545,2.9773,34.3511,109.0,38.1119,83.0,54.2484,87.5,38.1119,27.0,37.0,29.0,23.2365,39.8919,35.0273,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,11946,19,64,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001|S073-003|S051-004|S011-002|S050-002|J041-002|S011-003|S044-003|J067-002|J008-001|J037-001|J064-003|J075-003|S071-008|J054-004|S044-001|S070-003|S011-005|J039-007|S073-001|J008-002|S071-006|S080-002|S057-003|J037-003|J070-004|J043-005|S057-002|S045-003|S062-007|S074-001,2.1818,3.2614,33.101,109.0,38.1119,83.0,54.2484,87.5,38.1119,27.0,37.0,29.0,23.2365,39.8919,35.0273,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,21946,19,64,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001|S060-003|J059-003|J064-001|J063-002|S005-001|J076-001|S031-001|S060-001|J059-002|S079-003|J053-002|J044-005|S012-003|S016-001|S073-003|S051-004|S011-002|S050-002|J041-002|S011-003|S044-003|J067-002|J008-001|J037-001|J064-003|J075-003|S071-008|J054-004|S044-001|S070-003|S011-005|J039-007|S073-001|J008-002|S071-006|S080-002|S057-003|J037-003|J070-004|J043-005|S057-002|S045-003|S062-007|S074-001,2.125,3.1705,32.9749,109.0,38.1119,83.0,54.2484,87.5,38.1119,27.0,37.0,29.0,23.2365,39.8919,35.0273,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,2043,20,68,random,S033-002|J033-008|J023-005|J029-001|S081-001|S073-004|S061-002|S040-003|S036-001|S050-002|J059-005|S007-008|J072-003|S078-001|S067-004|S048-002|S078-003|J070-002|S061-001|S071-004|J009-001|J077-003|J063-001|S053-001|J027-001|S005-003|J050-001|S045-003|S057-004|S020-002|S012-002|S023-002|J030-003|J044-003|J023-006|S028-004|S048-001|S023-001|S051-001|S052-002|J042-001|S071-006|J048-002|S012-001|S074-001|J008-007|J057-001|J037-003|S075-004|J067-007|S067-003|J027-005|J044-007|S047-001|J044-005|J070-003|J064-003|J075-004|S016-003|S039-004|J063-005|S052-003|S032-005|J048-005|S007-003|S011-003|J023-001|J050-004,2.1136,2.9773,29.0076,97.0,33.9161,82.0,53.5948,66.1765,33.9161,19.0,49.0,26.0,18.6722,35.2424,34.2816,25.0
