profile,param_id,beta,gamma,run_id,seed,budget_k_pct,budget_k_nodes,strategy,selected_node_ids,final_mean_infected_per_hh,baseline_mean_infected_per_hh,reduction_vs_baseline_pct,transmissions_blocked,transmission_block_rate_pct,infections_prevented,prevention_rate_pct,precision_k_pct,transmission_coverage,selected_index_cases,selected_contacts,sars_pos_contacts_in_selected,recall_k_pct,dynamic_duration_coverage_pct,dynamic_contact_event_coverage_pct,lcc_reduction_pct
smoke,beta0.20_gamma0.10,0.2,0.1,0,42,0,0,baseline,,2.9773,2.9773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
smoke,beta0.20_gamma0.10,0.2,0.1,1,10042,0,0,baseline,,3.2614,3.2614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
smoke,beta0.20_gamma0.10,0.2,0.1,2,20042,0,0,baseline,,3.1705,3.1705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
smoke,beta0.20_gamma0.10,0.2,0.1,0,143,1,3,random,J077-002|S072-006|S039-004,3.1705,2.9773,-6.4885,7.0,2.4476,7.0,4.5752,66.6667,2.4476,0.0,3.0,2.0,0.8299,2.5126,2.5231,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10143,1,3,random,J048-002|J033-008|J039-006,3.0341,3.2614,6.9686,4.0,1.3986,4.0,2.6144,33.3333,1.3986,0.0,3.0,1.0,0.4149,3.6512,3.5875,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20143,1,3,random,S015-002|S007-006|S015-001,3.1364,3.1705,1.0753,5.0,1.7483,3.0,1.9608,66.6667,1.7483,1.0,2.0,1.0,0.8299,1.5138,1.6579,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,0,144,1,3,degree,J043-005|S005-001|J063-001,3.1818,2.9773,-6.8702,7.0,2.4476,7.0,4.5752,100.0,2.4476,2.0,1.0,1.0,1.2448,11.4589,7.9208,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10144,1,3,degree,J043-005|S005-001|J063-001,3.2614,3.2614,0.0,7.0,2.4476,7.0,4.5752,100.0,2.4476,2.0,1.0,1.0,1.2448,11.4589,7.9208,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20144,1,3,degree,J043-005|S005-001|J063-001,3.2955,3.1705,-3.9427,7.0,2.4476,7.0,4.5752,100.0,2.4476,2.0,1.0,1.0,1.2448,11.4589,7.9208,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,145,1,3,betweenness,S005-003|S080-001|J075-001,3.2159,2.9773,-8.0153,1.0,0.3497,1.0,0.6536,66.6667,0.3497,2.0,1.0,0.0,0.8299,4.0363,3.4993,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10145,1,3,betweenness,S005-003|S080-001|J075-001,2.9659,3.2614,9.0592,1.0,0.3497,1.0,0.6536,66.6667,0.3497,2.0,1.0,0.0,0.8299,4.0363,3.4993,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20145,1,3,betweenness,S005-003|S080-001|J075-001,3.3182,3.1705,-4.6595,1.0,0.3497,1.0,0.6536,66.6667,0.3497,2.0,1.0,0.0,0.8299,4.0363,3.4993,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,146,1,3,gnn,S081-001|J075-001|J055-001,3.3409,2.9773,-12.2137,2.0,0.6993,2.0,1.3072,100.0,0.6993,3.0,0.0,0.0,1.2448,1.0907,1.0189,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10146,1,3,gnn,S081-001|J075-001|J055-001,2.8636,3.2614,12.1951,2.0,0.6993,2.0,1.3072,100.0,0.6993,3.0,0.0,0.0,1.2448,1.0907,1.0189,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20146,1,3,gnn,S081-001|J075-001|J055-001,3.3295,3.1705,-5.0179,2.0,0.6993,2.0,1.3072,100.0,0.6993,3.0,0.0,0.0,1.2448,1.0907,1.0189,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,243,2,6,random,S033-002|S007-004|S070-002|S061-002|S075-004|S067-001,2.9773,2.9773,0.0,15.0,5.2448,15.0,9.8039,83.3333,5.2448,1.0,5.0,4.0,2.0747,1.2059,1.5156,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,1,10243,2,6,random,J033-008|S009-001|J044-003|J047-001|S007-003|S056-003,3.0455,3.2614,6.6202,11.0,3.8462,11.0,7.1895,66.6667,3.8462,2.0,4.0,2.0,1.6598,3.0445,3.3741,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,2,20243,2,6,random,S040-004|J047-001|J050-003|S067-004|J044-005|S011-001,3.1136,3.1705,1.7921,15.0,5.2448,15.0,9.8039,83.3333,5.2448,2.0,4.0,3.0,2.0747,1.7453,2.3424,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,244,2,6,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004,3.0909,2.9773,-3.8168,15.0,5.2448,12.0,7.8431,100.0,5.2448,2.0,4.0,4.0,2.4896,19.1454,14.9052,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10244,2,6,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004,3.0909,3.2614,5.2265,15.0,5.2448,12.0,7.8431,100.0,5.2448,2.0,4.0,4.0,2.4896,19.1454,14.9052,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20244,2,6,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004,3.2841,3.1705,-3.5842,15.0,5.2448,12.0,7.8431,100.0,5.2448,2.0,4.0,4.0,2.4896,19.1454,14.9052,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,245,2,6,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004,2.9659,2.9773,0.3817,4.0,1.3986,4.0,2.6144,50.0,1.3986,2.0,4.0,1.0,1.2448,5.3181,4.6178,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10245,2,6,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004,3.2045,3.2614,1.7422,4.0,1.3986,4.0,2.6144,50.0,1.3986,2.0,4.0,1.0,1.2448,5.3181,4.6178,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20245,2,6,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004,3.1136,3.1705,1.7921,4.0,1.3986,4.0,2.6144,50.0,1.3986,2.0,4.0,1.0,1.2448,5.3181,4.6178,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,246,2,6,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001,3.0114,2.9773,-1.145,3.0,1.049,3.0,1.9608,100.0,1.049,6.0,0.0,0.0,2.4896,3.1707,3.2545,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10246,2,6,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001,3.0341,3.2614,6.9686,3.0,1.049,3.0,1.9608,100.0,1.049,6.0,0.0,0.0,2.4896,3.1707,3.2545,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20246,2,6,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001,3.2159,3.1705,-1.4337,3.0,1.049,3.0,1.9608,100.0,1.049,6.0,0.0,0.0,2.4896,3.1707,3.2545,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,343,3,10,random,J057-004|J059-003|J050-001|S051-001|J009-001|J023-006|S051-004|J044-004|S021-002|J027-002,3.0455,2.9773,-2.2901,17.0,5.9441,17.0,11.1111,80.0,5.9441,3.0,7.0,5.0,3.3195,4.656,5.836,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10343,3,10,random,J031-002|S021-005|S016-003|S008-003|S045-003|S011-003|J047-002|S032-005|J027-005|S033-001,2.8523,3.2614,12.5436,11.0,3.8462,11.0,7.1895,50.0,3.8462,1.0,9.0,4.0,2.0747,2.5296,2.9087,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20343,3,10,random,S062-007|J041-005|S030-002|S026-001|S061-004|S079-005|S020-002|J053-002|J043-001|S051-001,3.0682,3.1705,3.2258,18.0,6.2937,18.0,11.7647,70.0,6.2937,3.0,7.0,4.0,2.9046,6.5055,7.3871,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,344,3,10,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001,3.0114,2.9773,-1.145,17.0,5.9441,12.0,7.8431,70.0,5.9441,3.0,7.0,4.0,2.9046,25.6585,20.0666,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10344,3,10,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001,2.9091,3.2614,10.8014,17.0,5.9441,12.0,7.8431,70.0,5.9441,3.0,7.0,4.0,2.9046,25.6585,20.0666,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20344,3,10,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001,2.9318,3.1705,7.5269,17.0,5.9441,12.0,7.8431,70.0,5.9441,3.0,7.0,4.0,2.9046,25.6585,20.0666,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,345,3,10,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003,2.8864,2.9773,3.0534,8.0,2.7972,8.0,5.2288,60.0,2.7972,3.0,7.0,3.0,2.4896,6.289,5.9697,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10345,3,10,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003,3.0341,3.2614,6.9686,8.0,2.7972,8.0,5.2288,60.0,2.7972,3.0,7.0,3.0,2.4896,6.289,5.9697,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20345,3,10,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003,2.9432,3.1705,7.1685,8.0,2.7972,8.0,5.2288,60.0,2.7972,3.0,7.0,3.0,2.4896,6.289,5.9697,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,346,3,10,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001,2.7159,2.9773,8.7786,14.0,4.8951,12.0,7.8431,100.0,4.8951,9.0,1.0,1.0,4.1494,6.8738,4.5965,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10346,3,10,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001,3.0,3.2614,8.0139,14.0,4.8951,12.0,7.8431,100.0,4.8951,9.0,1.0,1.0,4.1494,6.8738,4.5965,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20346,3,10,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001,2.8409,3.1705,10.3943,14.0,4.8951,12.0,7.8431,100.0,4.8951,9.0,1.0,1.0,4.1494,6.8738,4.5965,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,443,4,13,random,J057-001|S007-008|S005-001|J022-004|J020-002|J050-002|J039-005|S072-008|S031-005|S057-002|S064-001|S049-001|S039-003,3.0682,2.9773,-3.0534,24.0,8.3916,24.0,15.6863,84.6154,8.3916,4.0,9.0,7.0,4.5643,7.6236,7.5465,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,1,10443,4,13,random,J041-005|S011-005|S030-002|J010-001|J072-001|J020-003|S071-006|S073-001|S067-001|S033-001|S067-003|J063-004|J077-005,2.8636,3.2614,12.1951,16.0,5.5944,15.0,9.8039,69.2308,5.5944,5.0,8.0,4.0,3.7344,5.0377,5.3365,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20443,4,13,random,J047-003|S063-001|S050-003|S009-003|J050-002|J033-008|S006-006|J008-006|S004-002|J068-002|J068-001|S009-002|J039-003,3.0341,3.1705,4.3011,21.0,7.3427,20.0,13.0719,76.9231,7.3427,2.0,11.0,8.0,4.1494,6.1423,5.7022,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,444,4,13,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002,3.0114,2.9773,-1.145,19.0,6.6434,12.0,7.8431,61.5385,6.6434,3.0,10.0,5.0,3.3195,30.4821,23.4464,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10444,4,13,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002,3.0455,3.2614,6.6202,19.0,6.6434,12.0,7.8431,61.5385,6.6434,3.0,10.0,5.0,3.3195,30.4821,23.4464,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20444,4,13,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002,2.9091,3.1705,8.2437,19.0,6.6434,12.0,7.8431,61.5385,6.6434,3.0,10.0,5.0,3.3195,30.4821,23.4464,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,445,4,13,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001,2.8864,2.9773,3.0534,10.0,3.4965,10.0,6.5359,61.5385,3.4965,4.0,9.0,4.0,3.3195,6.6931,6.5034,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10445,4,13,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001,3.0455,3.2614,6.6202,10.0,3.4965,10.0,6.5359,61.5385,3.4965,4.0,9.0,4.0,3.3195,6.6931,6.5034,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20445,4,13,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001,2.8636,3.1705,9.6774,10.0,3.4965,10.0,6.5359,61.5385,3.4965,4.0,9.0,4.0,3.3195,6.6931,6.5034,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,446,4,13,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003,3.0568,2.9773,-2.6718,23.0,8.042,22.0,14.3791,100.0,8.042,10.0,3.0,3.0,5.3942,7.1736,4.9907,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10446,4,13,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003,2.9091,3.2614,10.8014,23.0,8.042,22.0,14.3791,100.0,8.042,10.0,3.0,3.0,5.3942,7.1736,4.9907,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20446,4,13,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003,2.9545,3.1705,6.81,23.0,8.042,22.0,14.3791,100.0,8.042,10.0,3.0,3.0,5.3942,7.1736,4.9907,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,543,5,17,random,J073-002|J024-004|J022-003|J039-007|S073-002|S023-003|J044-004|J029-003|S032-001|S050-003|S005-001|S075-003|S040-002|S046-001|S016-003|S005-002|S006-004,3.2273,2.9773,-8.3969,25.0,8.7413,25.0,16.3399,70.5882,8.7413,3.0,14.0,9.0,4.9793,9.3345,9.9358,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10543,5,17,random,S004-001|S007-003|J055-004|S040-003|S005-003|S074-003|S039-001|S079-006|S021-006|J033-007|J077-003|S021-005|S063-003|J064-002|S005-002|J054-003|S032-001,2.7386,3.2614,16.0279,22.0,7.6923,22.0,14.3791,58.8235,7.6923,3.0,14.0,7.0,4.1494,12.3809,11.2123,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,2,20543,5,17,random,J030-004|S081-001|J033-001|S009-002|J043-003|S045-004|J027-005|J043-001|S051-004|S080-003|S079-003|S074-003|J063-004|S071-004|J010-001|J008-007|S064-004,2.9545,3.1705,6.81,25.0,8.7413,22.0,14.3791,64.7059,8.7413,4.0,13.0,7.0,4.5643,8.4015,7.4213,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,544,5,17,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004,2.9773,2.9773,0.0,24.0,8.3916,16.0,10.4575,64.7059,8.3916,3.0,14.0,8.0,4.5643,38.7738,29.7904,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10544,5,17,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004,2.8977,3.2614,11.1498,24.0,8.3916,16.0,10.4575,64.7059,8.3916,3.0,14.0,8.0,4.5643,38.7738,29.7904,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20544,5,17,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004,2.8864,3.1705,8.9606,24.0,8.3916,16.0,10.4575,64.7059,8.3916,3.0,14.0,8.0,4.5643,38.7738,29.7904,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,545,5,17,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001,2.9205,2.9773,1.9084,18.0,6.2937,18.0,11.7647,64.7059,6.2937,6.0,11.0,5.0,4.5643,7.001,6.9744,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10545,5,17,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001,2.8295,3.2614,13.2404,18.0,6.2937,18.0,11.7647,64.7059,6.2937,6.0,11.0,5.0,4.5643,7.001,6.9744,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20545,5,17,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001,2.8636,3.1705,9.6774,18.0,6.2937,18.0,11.7647,64.7059,6.2937,6.0,11.0,5.0,4.5643,7.001,6.9744,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,546,5,17,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001,2.9205,2.9773,1.9084,33.0,11.5385,27.0,17.6471,100.0,11.5385,13.0,4.0,4.0,7.0539,9.0092,7.3003,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10546,5,17,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001,2.75,3.2614,15.6794,33.0,11.5385,27.0,17.6471,100.0,11.5385,13.0,4.0,4.0,7.0539,9.0092,7.3003,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20546,5,17,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001,2.9205,3.1705,7.8853,33.0,11.5385,27.0,17.6471,100.0,11.5385,13.0,4.0,4.0,7.0539,9.0092,7.3003,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,643,6,20,random,S081-001|J027-003|S080-001|S015-002|J037-003|S057-001|S011-001|J048-005|S030-001|S039-004|J050-002|S049-001|J023-004|S048-005|S050-003|S051-004|J009-002|S075-002|S044-003|J077-002,2.9432,2.9773,1.145,26.0,9.0909,27.0,17.6471,80.0,9.0909,6.0,14.0,10.0,6.639,5.8949,7.0143,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10643,6,20,random,J070-001|J020-007|J043-002|J039-005|J057-004|S018-003|S078-003|J077-003|S057-001|J070-004|J021-002|S040-004|J055-001|J047-001|S036-002|S030-002|S023-003|S078-001|J031-001|S050-001,2.9432,3.2614,9.7561,35.0,12.2378,33.0,21.5686,80.0,12.2378,7.0,13.0,9.0,6.639,7.3747,6.1533,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20643,6,20,random,S015-004|S063-004|J063-002|S071-004|S033-004|S071-001|J070-001|J029-001|J076-002|J072-001|S062-002|S074-004|J073-002|S050-005|S006-003|S007-005|J064-001|S018-004|S040-004|J043-005,2.7386,3.1705,13.6201,41.0,14.3357,39.0,25.4902,85.0,14.3357,5.0,15.0,12.0,7.0539,12.7052,10.2916,12.5
smoke,beta0.20_gamma0.10,0.2,0.1,0,644,6,20,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003,3.0227,2.9773,-1.5267,26.0,9.0909,16.0,10.4575,65.0,9.0909,4.0,16.0,9.0,5.3942,39.2164,30.2728,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10644,6,20,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003,2.9773,3.2614,8.7108,26.0,9.0909,16.0,10.4575,65.0,9.0909,4.0,16.0,9.0,5.3942,39.2164,30.2728,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20644,6,20,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003,2.875,3.1705,9.319,26.0,9.0909,16.0,10.4575,65.0,9.0909,4.0,16.0,9.0,5.3942,39.2164,30.2728,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,645,6,20,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001,2.9886,2.9773,-0.3817,22.0,7.6923,22.0,14.3791,65.0,7.6923,7.0,13.0,6.0,5.3942,7.1073,7.1367,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10645,6,20,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001,2.7841,3.2614,14.6341,22.0,7.6923,22.0,14.3791,65.0,7.6923,7.0,13.0,6.0,5.3942,7.1073,7.1367,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20645,6,20,betweenness,S005-003|S080-001|J075-001|J063-004|S008-002|J030-004|S028-003|J023-001|S036-002|J029-003|S023-003|J041-004|S078-001|S061-001|S012-003|J021-002|S070-001|S004-002|J073-002|J054-001,2.8864,3.1705,8.9606,22.0,7.6923,22.0,14.3791,65.0,7.6923,7.0,13.0,6.0,5.3942,7.1073,7.1367,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,646,6,20,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001,2.6136,2.9773,12.2137,40.0,13.986,30.0,19.6078,100.0,13.986,16.0,4.0,4.0,8.2988,9.6812,8.3434,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10646,6,20,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001,2.6818,3.2614,17.77,40.0,13.986,30.0,19.6078,100.0,13.986,16.0,4.0,4.0,8.2988,9.6812,8.3434,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20646,6,20,gnn,S081-001|J075-001|J055-001|S008-001|S047-001|J053-001|S018-003|S018-001|J067-001|J059-001|S071-005|S012-001|J050-003|S079-001|S079-004|J050-001|J009-001|S071-001|S052-001|S011-001,2.4205,3.1705,23.6559,40.0,13.986,30.0,19.6078,100.0,13.986,16.0,4.0,4.0,8.2988,9.6812,8.3434,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,743,7,23,random,S008-002|S012-002|J020-006|S056-003|S036-001|S011-005|J041-004|S021-001|J067-005|J033-007|S006-010|J023-002|J021-002|J037-001|J042-004|S050-004|S060-002|J010-002|S050-003|J073-001|J039-002|S074-004|S067-004,2.8182,2.9773,5.3435,24.0,8.3916,23.0,15.0327,47.8261,8.3916,4.0,19.0,7.0,4.5643,12.6244,13.6443,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10743,7,23,random,S031-001|J041-001|S011-005|S046-002|J027-003|J067-006|S006-001|J057-001|S073-001|S078-003|S036-003|S049-004|S073-002|J042-004|S048-002|S080-002|J057-003|S052-002|J010-001|S060-001|S073-003|S062-005|S081-001,2.875,3.2614,11.8467,25.0,8.7413,21.0,13.7255,69.5652,8.7413,8.0,15.0,8.0,6.639,13.1373,14.0655,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20743,7,23,random,J064-003|S033-001|J059-005|S030-002|S023-001|S039-004|J024-002|J075-004|J048-004|S072-008|S070-001|S026-003|J029-003|J039-001|S064-004|J044-003|J053-001|S009-002|S078-001|J073-003|S072-004|S028-005|S023-003,2.8523,3.1705,10.0358,34.0,11.8881,33.0,21.5686,73.913,11.8881,6.0,17.0,11.0,7.0539,13.5564,14.4597,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,0,744,7,23,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008,2.7386,2.9773,8.0153,35.0,12.2378,25.0,16.3399,65.2174,12.2378,4.0,19.0,11.0,6.2241,44.5664,35.9181,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,1,10744,7,23,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008,3.0568,3.2614,6.2718,35.0,12.2378,25.0,16.3399,65.2174,12.2378,4.0,19.0,11.0,6.2241,44.5664,35.9181,0.0
smoke,beta0.20_gamma0.10,0.2,0.1,2,20744,7,23,degree,J043-005|S005-001|J063-001|J043-006|S028-004|J008-004|S005-002|S080-002|J063-005|J008-001|J063-002|J033-007|S028-002|J023-006|S018-003|J008-006|S011-004|S080-003|S028-001|J063-003|S072-006|J044-006|J023-008,3.0455,3.1705,3.9427,35.0,12.2378,25.0,16.3399,65.2174,12.2378,4.0,19.0,11.0,6.2241,44.5664,35.9181,0.0
