profile,param_id,beta,gamma,run_id,seed,budget_k_pct,budget_k_nodes,strategy,time_step,mean_susceptible,mean_infected_active,mean_recovered,mean_ever_infected,n_households
smoke,beta0.20_gamma0.10,0.2,0.1,2,20744,7,23,degree,7,0.7386,1.75,1.1136,2.8636,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20744,7,23,degree,8,0.6818,1.6591,1.2614,2.9205,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20744,7,23,degree,9,0.6136,1.5682,1.4205,2.9886,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20744,7,23,degree,10,0.5568,1.4432,1.6023,3.0455,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,745,7,23,betweenness,0,2.6932,0.9091,0.0,0.9091,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,745,7,23,betweenness,1,2.4545,1.0682,0.0795,1.1477,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,745,7,23,betweenness,2,2.1705,1.2841,0.1477,1.4318,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,745,7,23,betweenness,3,1.7955,1.5455,0.2614,1.8068,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,745,7,23,betweenness,4,1.4773,1.6932,0.4318,2.125,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,745,7,23,betweenness,5,1.2159,1.7614,0.625,2.3864,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,745,7,23,betweenness,6,1.0568,1.7727,0.7727,2.5455,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,745,7,23,betweenness,7,0.9659,1.6932,0.9432,2.6364,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,745,7,23,betweenness,8,0.9318,1.6023,1.0682,2.6705,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,745,7,23,betweenness,9,0.8409,1.5341,1.2273,2.7614,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,745,7,23,betweenness,10,0.8295,1.4091,1.3636,2.7727,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10745,7,23,betweenness,0,2.6932,0.9091,0.0,0.9091,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10745,7,23,betweenness,1,2.2386,1.2841,0.0795,1.3636,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10745,7,23,betweenness,2,1.8636,1.5341,0.2045,1.7386,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10745,7,23,betweenness,3,1.6477,1.625,0.3295,1.9545,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10745,7,23,betweenness,4,1.3636,1.7273,0.5114,2.2386,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10745,7,23,betweenness,5,1.1932,1.7386,0.6705,2.4091,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10745,7,23,betweenness,6,1.0341,1.7614,0.8068,2.5682,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10745,7,23,betweenness,7,0.9545,1.625,1.0227,2.6477,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10745,7,23,betweenness,8,0.8636,1.5909,1.1477,2.7386,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10745,7,23,betweenness,9,0.7841,1.5227,1.2955,2.8182,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10745,7,23,betweenness,10,0.7614,1.3636,1.4773,2.8409,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20745,7,23,betweenness,0,2.6932,0.9091,0.0,0.9091,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20745,7,23,betweenness,1,2.3636,1.1477,0.0909,1.2386,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20745,7,23,betweenness,2,1.9091,1.4545,0.2386,1.6932,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20745,7,23,betweenness,3,1.6932,1.5114,0.3977,1.9091,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20745,7,23,betweenness,4,1.4659,1.6023,0.5341,2.1364,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20745,7,23,betweenness,5,1.2273,1.6932,0.6818,2.375,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20745,7,23,betweenness,6,1.1364,1.625,0.8409,2.4659,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20745,7,23,betweenness,7,1.0341,1.5568,1.0114,2.5682,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20745,7,23,betweenness,8,0.9659,1.4886,1.1477,2.6364,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20745,7,23,betweenness,9,0.9091,1.4318,1.2614,2.6932,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20745,7,23,betweenness,10,0.875,1.3523,1.375,2.7273,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,746,7,23,gnn,0,2.7955,0.8068,0.0,0.8068,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,746,7,23,gnn,1,2.5114,1.0568,0.0341,1.0909,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,746,7,23,gnn,2,2.25,1.1591,0.1932,1.3523,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,746,7,23,gnn,3,1.875,1.4432,0.2841,1.7273,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,746,7,23,gnn,4,1.6477,1.5114,0.4432,1.9545,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,746,7,23,gnn,5,1.4773,1.5227,0.6023,2.125,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,746,7,23,gnn,6,1.3636,1.5341,0.7045,2.2386,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,746,7,23,gnn,7,1.25,1.5114,0.8409,2.3523,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,746,7,23,gnn,8,1.2159,1.4205,0.9659,2.3864,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,746,7,23,gnn,9,1.1932,1.3068,1.1023,2.4091,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,746,7,23,gnn,10,1.1591,1.1364,1.3068,2.4432,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10746,7,23,gnn,0,2.7955,0.8068,0.0,0.8068,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10746,7,23,gnn,1,2.3409,1.1364,0.125,1.2614,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10746,7,23,gnn,2,2.0795,1.2386,0.2841,1.5227,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10746,7,23,gnn,3,1.7727,1.4659,0.3636,1.8295,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10746,7,23,gnn,4,1.4886,1.625,0.4886,2.1136,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10746,7,23,gnn,5,1.3523,1.5909,0.6591,2.25,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10746,7,23,gnn,6,1.2614,1.5568,0.7841,2.3409,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10746,7,23,gnn,7,1.2045,1.4432,0.9545,2.3977,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10746,7,23,gnn,8,1.1477,1.375,1.0795,2.4545,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10746,7,23,gnn,9,1.0682,1.3864,1.1477,2.5341,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10746,7,23,gnn,10,1.0227,1.3182,1.2614,2.5795,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20746,7,23,gnn,0,2.7955,0.8068,0.0,0.8068,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20746,7,23,gnn,1,2.4205,1.125,0.0568,1.1818,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20746,7,23,gnn,2,1.9886,1.4318,0.1818,1.6136,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20746,7,23,gnn,3,1.6932,1.5341,0.375,1.9091,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20746,7,23,gnn,4,1.4773,1.6023,0.5227,2.125,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20746,7,23,gnn,5,1.3182,1.6136,0.6705,2.2841,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20746,7,23,gnn,6,1.2386,1.5909,0.7727,2.3636,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20746,7,23,gnn,7,1.1705,1.5341,0.8977,2.4318,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20746,7,23,gnn,8,1.1136,1.4545,1.0341,2.4886,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20746,7,23,gnn,9,1.0568,1.3977,1.1477,2.5455,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20746,7,23,gnn,10,1.0455,1.2386,1.3182,2.5568,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,843,8,27,random,0,2.5795,0.9773,0.0,0.9773,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,843,8,27,random,1,2.2386,1.2159,0.1023,1.3182,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,843,8,27,random,2,1.7727,1.5227,0.2614,1.7841,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,843,8,27,random,3,1.4318,1.6932,0.4318,2.125,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,843,8,27,random,4,1.0909,1.875,0.5909,2.4659,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,843,8,27,random,5,0.9773,1.8182,0.7614,2.5795,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,843,8,27,random,6,0.9205,1.7273,0.9091,2.6364,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,843,8,27,random,7,0.75,1.7841,1.0227,2.8068,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,843,8,27,random,8,0.7045,1.6818,1.1705,2.8523,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,843,8,27,random,9,0.6591,1.5682,1.3295,2.8977,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,843,8,27,random,10,0.6477,1.3864,1.5227,2.9091,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10843,8,27,random,0,2.6705,0.8864,0.0,0.8864,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10843,8,27,random,1,2.3182,1.1477,0.0909,1.2386,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10843,8,27,random,2,1.9886,1.3295,0.2386,1.5682,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10843,8,27,random,3,1.6477,1.5,0.4091,1.9091,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10843,8,27,random,4,1.4091,1.6023,0.5455,2.1477,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10843,8,27,random,5,1.1932,1.6932,0.6705,2.3636,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10843,8,27,random,6,0.9659,1.7045,0.8864,2.5909,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10843,8,27,random,7,0.8636,1.625,1.0682,2.6932,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10843,8,27,random,8,0.8068,1.5341,1.2159,2.75,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10843,8,27,random,9,0.7273,1.4432,1.3864,2.8295,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10843,8,27,random,10,0.6932,1.3295,1.5341,2.8636,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20843,8,27,random,0,2.6364,0.9205,0.0,0.9205,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20843,8,27,random,1,2.2841,1.2045,0.0682,1.2727,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20843,8,27,random,2,1.8977,1.5227,0.1364,1.6591,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20843,8,27,random,3,1.5227,1.6932,0.3409,2.0341,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20843,8,27,random,4,1.1364,1.8523,0.5682,2.4205,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20843,8,27,random,5,0.9659,1.8636,0.7273,2.5909,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20843,8,27,random,6,0.8523,1.7841,0.9205,2.7045,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20843,8,27,random,7,0.6818,1.75,1.125,2.875,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20843,8,27,random,8,0.6705,1.5909,1.2955,2.8864,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20843,8,27,random,9,0.6477,1.4545,1.4545,2.9091,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20843,8,27,random,10,0.6136,1.3182,1.625,2.9432,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,844,8,27,degree,0,2.6023,0.9545,0.0,0.9545,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,844,8,27,degree,1,2.2727,1.1818,0.1023,1.2841,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,844,8,27,degree,2,1.875,1.4318,0.25,1.6818,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,844,8,27,degree,3,1.4886,1.6705,0.3977,2.0682,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,844,8,27,degree,4,1.2841,1.75,0.5227,2.2727,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,844,8,27,degree,5,1.1591,1.7955,0.6023,2.3977,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,844,8,27,degree,6,1.0455,1.7386,0.7727,2.5114,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,844,8,27,degree,7,0.875,1.7955,0.8864,2.6818,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,844,8,27,degree,8,0.7955,1.6818,1.0795,2.7614,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,844,8,27,degree,9,0.7614,1.5455,1.25,2.7955,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,844,8,27,degree,10,0.7045,1.3977,1.4545,2.8523,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10844,8,27,degree,0,2.6023,0.9545,0.0,0.9545,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10844,8,27,degree,1,2.3182,1.0909,0.1477,1.2386,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10844,8,27,degree,2,1.9091,1.4091,0.2386,1.6477,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10844,8,27,degree,3,1.6136,1.5114,0.4318,1.9432,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10844,8,27,degree,4,1.3864,1.6023,0.5682,2.1705,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10844,8,27,degree,5,1.1591,1.6932,0.7045,2.3977,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10844,8,27,degree,6,0.9886,1.6705,0.8977,2.5682,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10844,8,27,degree,7,0.9091,1.6136,1.0341,2.6477,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10844,8,27,degree,8,0.8409,1.5909,1.125,2.7159,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10844,8,27,degree,9,0.7841,1.4545,1.3182,2.7727,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10844,8,27,degree,10,0.7273,1.3864,1.4432,2.8295,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20844,8,27,degree,0,2.6023,0.9545,0.0,0.9545,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20844,8,27,degree,1,2.2386,1.1818,0.1364,1.3182,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20844,8,27,degree,2,1.9659,1.3636,0.2273,1.5909,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20844,8,27,degree,3,1.6818,1.4659,0.4091,1.875,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20844,8,27,degree,4,1.4318,1.5455,0.5795,2.125,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20844,8,27,degree,5,1.25,1.625,0.6818,2.3068,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20844,8,27,degree,6,1.0455,1.6477,0.8636,2.5114,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20844,8,27,degree,7,0.9432,1.5455,1.0682,2.6136,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20844,8,27,degree,8,0.9091,1.3977,1.25,2.6477,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20844,8,27,degree,9,0.875,1.3182,1.3636,2.6818,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20844,8,27,degree,10,0.8182,1.2386,1.5,2.7386,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,845,8,27,betweenness,0,2.6591,0.8977,0.0,0.8977,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,845,8,27,betweenness,1,2.3409,1.0682,0.1477,1.2159,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,845,8,27,betweenness,2,2.0227,1.2386,0.2955,1.5341,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,845,8,27,betweenness,3,1.6932,1.5114,0.3523,1.8636,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,845,8,27,betweenness,4,1.4205,1.6591,0.4773,2.1364,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,845,8,27,betweenness,5,1.2045,1.7045,0.6477,2.3523,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,845,8,27,betweenness,6,1.1364,1.5909,0.8295,2.4205,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,845,8,27,betweenness,7,1.0,1.5114,1.0455,2.5568,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,845,8,27,betweenness,8,0.9205,1.4432,1.1932,2.6364,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,845,8,27,betweenness,9,0.8977,1.3636,1.2955,2.6591,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,845,8,27,betweenness,10,0.8864,1.2841,1.3864,2.6705,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10845,8,27,betweenness,0,2.6591,0.8977,0.0,0.8977,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10845,8,27,betweenness,1,2.375,1.0682,0.1136,1.1818,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10845,8,27,betweenness,2,2.0795,1.1591,0.3182,1.4773,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10845,8,27,betweenness,3,1.7045,1.4091,0.4432,1.8523,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10845,8,27,betweenness,4,1.4886,1.4886,0.5795,2.0682,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10845,8,27,betweenness,5,1.3068,1.5114,0.7386,2.25,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10845,8,27,betweenness,6,1.2045,1.4318,0.9205,2.3523,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10845,8,27,betweenness,7,1.0909,1.3636,1.1023,2.4659,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10845,8,27,betweenness,8,1.0341,1.2386,1.2841,2.5227,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10845,8,27,betweenness,9,1.0114,1.1591,1.3864,2.5455,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10845,8,27,betweenness,10,0.9773,1.125,1.4545,2.5795,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20845,8,27,betweenness,0,2.6591,0.8977,0.0,0.8977,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20845,8,27,betweenness,1,2.4318,0.9886,0.1364,1.125,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20845,8,27,betweenness,2,2.125,1.25,0.1818,1.4318,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20845,8,27,betweenness,3,1.7841,1.4205,0.3523,1.7727,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20845,8,27,betweenness,4,1.5,1.5341,0.5227,2.0568,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20845,8,27,betweenness,5,1.3409,1.5,0.7159,2.2159,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20845,8,27,betweenness,6,1.2955,1.4205,0.8409,2.2614,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20845,8,27,betweenness,7,1.2045,1.3636,0.9886,2.3523,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20845,8,27,betweenness,8,1.1364,1.25,1.1705,2.4205,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20845,8,27,betweenness,9,1.0568,1.25,1.25,2.5,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20845,8,27,betweenness,10,0.9545,1.2045,1.3977,2.6023,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,846,8,27,gnn,0,2.7841,0.7727,0.0,0.7727,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,846,8,27,gnn,1,2.4886,0.9886,0.0795,1.0682,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,846,8,27,gnn,2,2.0795,1.2955,0.1818,1.4773,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,846,8,27,gnn,3,1.7727,1.4886,0.2955,1.7841,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,846,8,27,gnn,4,1.5341,1.5227,0.5,2.0227,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,846,8,27,gnn,5,1.4432,1.5,0.6136,2.1136,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,846,8,27,gnn,6,1.2955,1.5341,0.7273,2.2614,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,846,8,27,gnn,7,1.2159,1.4886,0.8523,2.3409,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,846,8,27,gnn,8,1.1364,1.4659,0.9545,2.4205,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,846,8,27,gnn,9,1.125,1.3636,1.0682,2.4318,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,846,8,27,gnn,10,1.0795,1.2614,1.2159,2.4773,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10846,8,27,gnn,0,2.7841,0.7727,0.0,0.7727,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10846,8,27,gnn,1,2.5,1.0,0.0568,1.0568,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10846,8,27,gnn,2,2.0568,1.3409,0.1591,1.5,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10846,8,27,gnn,3,1.6364,1.5795,0.3409,1.9205,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10846,8,27,gnn,4,1.4773,1.6023,0.4773,2.0795,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10846,8,27,gnn,5,1.3295,1.5795,0.6477,2.2273,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10846,8,27,gnn,6,1.1818,1.5909,0.7841,2.375,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10846,8,27,gnn,7,1.0568,1.4773,1.0227,2.5,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10846,8,27,gnn,8,1.0568,1.3864,1.1136,2.5,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10846,8,27,gnn,9,1.0114,1.2955,1.25,2.5455,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10846,8,27,gnn,10,0.9773,1.1364,1.4432,2.5795,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20846,8,27,gnn,0,2.7841,0.7727,0.0,0.7727,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20846,8,27,gnn,1,2.4659,1.0,0.0909,1.0909,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20846,8,27,gnn,2,2.1591,1.2045,0.1932,1.3977,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20846,8,27,gnn,3,1.8182,1.3864,0.3523,1.7386,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20846,8,27,gnn,4,1.625,1.4659,0.4659,1.9318,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20846,8,27,gnn,5,1.3977,1.5341,0.625,2.1591,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20846,8,27,gnn,6,1.2841,1.5,0.7727,2.2727,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20846,8,27,gnn,7,1.1932,1.3864,0.9773,2.3636,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20846,8,27,gnn,8,1.1705,1.25,1.1364,2.3864,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20846,8,27,gnn,9,1.1591,1.0909,1.3068,2.3977,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20846,8,27,gnn,10,1.1364,1.0114,1.4091,2.4205,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,943,9,30,random,0,2.5682,0.9545,0.0,0.9545,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,943,9,30,random,1,2.2273,1.2159,0.0795,1.2955,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,943,9,30,random,2,1.8636,1.4886,0.1705,1.6591,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,943,9,30,random,3,1.625,1.6364,0.2614,1.8977,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,943,9,30,random,4,1.2727,1.875,0.375,2.25,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,943,9,30,random,5,1.0341,1.9205,0.5682,2.4886,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,943,9,30,random,6,0.9091,1.9318,0.6818,2.6136,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,943,9,30,random,7,0.7955,1.8977,0.8295,2.7273,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,943,9,30,random,8,0.7045,1.7955,1.0227,2.8182,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,943,9,30,random,9,0.6705,1.6364,1.2159,2.8523,88
smoke,beta0.20_gamma0.10,0.2,0.1,0,943,9,30,random,10,0.6364,1.5227,1.3636,2.8864,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10943,9,30,random,0,2.625,0.8977,0.0,0.8977,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10943,9,30,random,1,2.2841,1.1477,0.0909,1.2386,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10943,9,30,random,2,1.8636,1.4545,0.2045,1.6591,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10943,9,30,random,3,1.5227,1.6477,0.3523,2.0,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10943,9,30,random,4,1.3864,1.5795,0.5568,2.1364,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10943,9,30,random,5,1.2159,1.6023,0.7045,2.3068,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10943,9,30,random,6,1.1136,1.5114,0.8977,2.4091,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10943,9,30,random,7,0.9432,1.5227,1.0568,2.5795,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10943,9,30,random,8,0.8977,1.4091,1.2159,2.625,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10943,9,30,random,9,0.8409,1.2955,1.3864,2.6818,88
smoke,beta0.20_gamma0.10,0.2,0.1,1,10943,9,30,random,10,0.8182,1.2159,1.4886,2.7045,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20943,9,30,random,0,2.6477,0.875,0.0,0.875,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20943,9,30,random,1,2.2955,1.1023,0.125,1.2273,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20943,9,30,random,2,1.9773,1.3409,0.2045,1.5455,88
smoke,beta0.20_gamma0.10,0.2,0.1,2,20943,9,30,random,3,1.7045,1.4886,0.3295,1.8182,88
