profile,param_id,beta,gamma,strategy,budget_k_pct,budget_k_nodes,mean_infected_per_hh,std_infected_per_hh,p2_5_infected_per_hh,p97_5_infected_per_hh,mean_reduction_vs_baseline_pct,std_reduction_vs_baseline_pct,p2_5_reduction_vs_baseline_pct,p97_5_reduction_vs_baseline_pct,n_runs
smoke,beta0.30_gamma0.10,0.3,0.1,betweenness,19,64,2.2348,0.0618,2.154,2.2835,37.5499,2.1518,35.7264,40.3573,3
smoke,beta0.30_gamma0.10,0.3,0.1,betweenness,20,68,2.2083,0.0439,2.1517,2.2489,38.2951,1.6126,36.9957,40.4048,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,1,3,3.4053,0.0233,3.3767,3.4307,4.8557,1.3946,3.0322,5.9951,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,2,6,3.3068,0.065,3.2313,3.3824,7.6156,1.7765,6.2964,9.9418,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,3,10,3.3068,0.0809,3.2012,3.3739,7.6319,1.4245,6.6059,9.4963,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,4,13,3.3333,0.1134,3.1909,3.45,6.8998,2.3076,4.4988,9.7859,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,5,17,3.2046,0.065,3.1488,3.2893,10.4821,1.2275,8.9114,11.6701,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,6,20,3.1894,0.0842,3.1153,3.2988,10.8697,3.1975,6.7264,13.7618,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,7,23,3.1402,0.0511,3.0733,3.1812,12.28,0.7312,11.436,13.1373,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,8,27,3.197,0.1107,3.0552,3.3034,10.6649,3.5815,7.9338,15.3551,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,9,30,3.0909,0.0491,3.0272,3.1353,13.6425,1.6319,11.9626,15.692,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,10,34,3.0,0.0321,2.9579,3.0227,16.1811,1.3331,14.5636,17.653,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,11,37,2.9659,0.0245,2.9341,2.988,17.1319,1.2958,15.8064,18.7631,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,12,40,2.9962,0.0142,2.9784,3.0108,16.292,0.5118,15.7748,16.939,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,13,44,2.928,0.0476,2.8676,2.9756,18.2044,0.8072,17.1618,18.9502,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,14,47,2.9318,0.0885,2.834,3.0393,18.0704,3.1122,14.0942,21.1015,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,15,51,2.8712,0.0596,2.8193,2.9488,19.7941,1.1292,18.3399,20.8547,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,16,54,2.8068,0.0464,2.7528,2.8608,21.5837,1.2988,20.5876,23.2845,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,17,57,2.7689,0.0458,2.709,2.8062,22.6293,1.8994,20.6575,25.0069,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,18,61,2.7046,0.0725,2.6097,2.7608,24.4234,2.5986,21.9426,27.7589,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,19,64,2.6099,0.0298,2.571,2.6358,27.0789,1.3556,25.7664,28.8134,3
smoke,beta0.30_gamma0.10,0.3,0.1,degree,20,68,2.6705,0.0804,2.5653,2.7273,25.3851,2.5106,22.9145,28.584,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,1,3,3.428,0.0053,3.4211,3.4318,4.2234,1.0117,2.9707,5.3001,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,2,6,3.3409,0.107,3.2119,3.4602,6.6405,3.6292,2.1945,10.5832,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,3,10,3.1288,0.0934,3.0272,3.2432,12.581,2.8414,9.6139,16.1294,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,4,13,3.1477,0.0649,3.092,3.2323,12.0662,1.4529,10.4534,13.8227,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,5,17,3.0682,0.0517,3.0137,3.1324,14.2766,1.7251,12.7005,16.5086,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,6,20,2.9167,0.0721,2.8245,2.9863,18.4949,2.705,15.5643,21.8139,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,7,23,2.7917,0.0702,2.7,2.8512,22.0016,2.1701,19.9924,24.8035,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,8,27,2.803,0.0283,2.7738,2.8386,21.6788,1.5297,19.741,23.2145,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,9,30,2.6364,0.0792,2.5495,2.7329,26.3268,2.7938,22.7505,29.0261,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,10,34,2.6515,0.116,2.5,2.7483,25.9495,2.5757,23.9228,29.3213,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,11,37,2.678,0.1197,2.5608,2.8307,25.1519,3.9807,19.9856,28.7098,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,12,40,2.6553,0.0837,2.5613,2.7557,25.7974,2.9059,22.1082,28.6941,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,13,44,2.5795,0.0725,2.5233,2.6744,27.936,1.922,25.4815,29.8114,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,14,47,2.5151,0.0632,2.4562,2.5966,29.7434,1.2432,28.1154,30.6887,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,15,51,2.5417,0.0375,2.4926,2.5682,28.9979,0.452,28.5035,29.5494,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,16,54,2.3939,0.0429,2.3636,2.45,33.1186,1.2025,31.7193,34.5176,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,17,57,2.4091,0.0809,2.342,2.5147,32.7093,1.7904,30.3674,34.1564,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,18,61,2.3902,0.0351,2.3443,2.4199,33.2206,1.2238,31.8921,34.7205,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,19,64,2.3371,0.0697,2.2545,2.4165,34.6857,2.5427,31.6762,37.5895,3
smoke,beta0.30_gamma0.10,0.3,0.1,gnn,20,68,2.2348,0.0684,2.1722,2.3232,37.5448,2.4582,34.3291,39.5288,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,1,3,3.3977,0.0405,3.3449,3.4312,5.0696,1.5298,3.3062,6.8655,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,2,6,3.3144,0.1339,3.1392,3.4091,7.3907,4.0425,3.6432,12.609,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,3,10,3.3106,0.0298,3.2847,3.3495,7.5082,0.9335,6.667,8.7184,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,4,13,3.3031,0.0929,3.1983,3.4143,7.7247,2.4382,5.4162,10.8597,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,5,17,3.1553,0.0418,3.1051,3.2022,11.8522,0.7865,10.8325,12.5606,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,6,20,3.125,0.1286,2.9568,3.2159,12.6825,3.8742,9.1034,17.6864,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,7,23,3.1326,0.0631,3.0512,3.1915,12.4787,1.9622,10.6621,15.0122,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,8,27,3.1212,0.0901,3.0074,3.2125,12.8202,1.7101,11.0731,14.974,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,9,30,3.0076,0.0419,2.9573,3.0545,15.9822,0.4191,15.4453,16.3857,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,10,34,2.8712,0.1824,2.6323,3.0103,19.7673,5.3648,14.9162,26.7192,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,11,37,2.875,0.0245,2.8529,2.9068,19.6697,1.4055,17.8291,20.7454,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,12,40,2.8561,0.0604,2.7875,2.9278,20.201,1.9854,18.4013,22.7728,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,13,44,2.7235,0.0284,2.6943,2.7591,23.9026,1.4422,22.0139,24.9921,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,14,47,2.7689,0.0756,2.7056,2.8676,22.6204,2.8086,18.9434,24.6757,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,15,51,2.5455,0.0759,2.4495,2.6222,28.8992,1.6207,27.0003,30.7713,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,16,54,2.4886,0.0736,2.3932,2.5551,30.4539,2.624,27.7574,33.7515,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,17,57,2.4962,0.0862,2.3835,2.5671,30.2807,1.7811,28.94,32.6132,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,18,61,2.4015,0.0778,2.3415,2.5034,32.9179,1.7967,30.65,34.7416,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,19,64,2.2765,0.075,2.1785,2.3295,36.3824,2.5493,34.1357,39.6966,3
smoke,beta0.30_gamma0.10,0.3,0.1,random,20,68,2.303,0.0351,2.2733,2.3489,35.6631,0.6073,34.945,36.3573,3
